name,month,total_capacity_kwp,gti,gti_low,gti_high,ghi
BAE Fylde,2025-01,,,,,
BAE Fylde,2025-02,,,,,
BAE Fylde,2025-03,,,,,
BAE Fylde,2025-04,,,,,
BAE Fylde,2025-05,,,,,
BAE Fylde,2025-06,1676.7,185.9505388888889,103.91412777777776,269.22487777777775,179.6689888888889
BAE Fylde,2025-07,1676.7,1749.800861111111,1211.9456555555555,2316.0623444444445,1693.1003222222223
BAE Fylde,2025-08,1676.7,1596.3624416666664,1119.187238888889,2087.117511111111,1467.7658722222222
BAE Fylde,2025-09,1676.7,1115.154638888889,729.3663666666666,1514.5170333333335,949.507838888889
BAE Fylde,2025-10,1676.7,500.8380055555556,266.12000555555557,742.2597722222223,421.7226444444444
BAE Fylde,2025-11,1676.7,459.74225,269.69017777777776,638.3341555555556,294.93701111111113
BAE Fylde,2025-12,1676.7,292.91783888888887,168.44434444444448,410.72777777777776,179.72643333333332
BAE Fylde,2026-01,1676.7,172.8431527777778,96.39608611111112,244.25665,110.01329166666667
Bannatynes Braintree,2025-01,,,,,
Bannatynes Braintree,2025-02,,,,,
Bannatynes Braintree,2025-03,,,,,
Bannatynes Braintree,2025-04,,,,,
Bannatynes Braintree,2025-05,,,,,
Bannatynes Braintree,2025-06,,,,,
Bannatynes Braintree,2025-07,80.545,147.74532872928177,97.18250276243091,201.84106491712703,147.4745
Bannatynes Braintree,2025-08,80.545,141.41643784530385,101.87968370165746,181.41897928176795,139.1895
Bannatynes Braintree,2025-09,80.545,101.67452900552485,66.40974723756906,136.27770580110496,98.10575
Bannatynes Braintree,2025-10,80.545,50.59145856353591,29.46810497237569,72.72265055248619,48.35575
Bannatynes Braintree,2025-11,117.48,29.656036931818186,17.01040340909091,42.15971212121212,26.331208333333336
Bannatynes Braintree,2025-12,117.48,31.655133522727276,19.206874053030305,43.89383428030304,27.16156628787879
Bannatynes Braintree,2026-01,80.545,26.383564917127067,14.786233425414366,37.93510497237569,23.372
Bannatynes Bury St Edmunds,2025-01,,,,,
Bannatynes Bury St Edmunds,2025-02,,,,,
Bannatynes Bury St Edmunds,2025-03,,,,,
Bannatynes Bury St Edmunds,2025-04,,,,,
Bannatynes Bury St Edmunds,2025-05,,,,,
Bannatynes Bury St Edmunds,2025-06,,,,,
Bannatynes Bury St Edmunds,2025-07,,,,,
Bannatynes Bury St Edmunds,2025-08,,,,,
Bannatynes Bury St Edmunds,2025-09,,,,,
Bannatynes Bury St Edmunds,2025-10,,,,,
Bannatynes Bury St Edmunds,2025-11,64.08,38.103125000000006,23.174736111111113,51.13256944444444,20.1065
Bannatynes Bury St Edmunds,2025-12,64.08,84.18287500000001,54.47768055555555,109.26955555555556,41.16
Bannatynes Bury St Edmunds,2026-01,64.08,41.100125,24.581222222222223,56.180590277777775,22.64475
Bannatynes Colchester Kingsford Park,2025-01,,,,,
Bannatynes Colchester Kingsford Park,2025-02,,,,,
Bannatynes Colchester Kingsford Park,2025-03,,,,,
Bannatynes Colchester Kingsford Park,2025-04,,,,,
Bannatynes Colchester Kingsford Park,2025-05,,,,,
Bannatynes Colchester Kingsford Park,2025-06,,,,,
Bannatynes Colchester Kingsford Park,2025-07,,,,,
Bannatynes Colchester Kingsford Park,2025-08,,,,,
Bannatynes Colchester Kingsford Park,2025-09,,,,,
Bannatynes Colchester Kingsford Park,2025-10,,,,,
Bannatynes Colchester Kingsford Park,2025-11,133.055,32.64274916387959,21.385369565217392,43.08691638795986,22.024
Bannatynes Colchester Kingsford Park,2025-12,133.055,61.48112374581939,38.67467558528428,82.47121739130434,41.8
Bannatynes Colchester Kingsford Park,2026-01,133.055,33.270548494983274,20.5499389632107,45.37996404682274,23.7855
Bannatynes Cookridge Hall,2025-01,,,,,
Bannatynes Cookridge Hall,2025-02,,,,,
Bannatynes Cookridge Hall,2025-03,,,,,
Bannatynes Cookridge Hall,2025-04,,,,,
Bannatynes Cookridge Hall,2025-05,,,,,
Bannatynes Cookridge Hall,2025-06,,,,,
Bannatynes Cookridge Hall,2025-07,,,,,
Bannatynes Cookridge Hall,2025-08,,,,,
Bannatynes Cookridge Hall,2025-09,,,,,
Bannatynes Cookridge Hall,2025-10,,,,,
Bannatynes Cookridge Hall,2025-11,79.18,19.532820945945943,11.479398648648647,27.66830067567567,18.737499999999997
Bannatynes Cookridge Hall,2025-12,79.18,27.720675675675672,14.336989864864863,43.00833108108108,26.8575
Bannatynes Cookridge Hall,2026-01,79.18,18.404243243243243,10.645420608108108,27.444263513513516,17.76575
Bannatynes Darlington Head Office,2025-01,,,,,
Bannatynes Darlington Head Office,2025-02,,,,,
Bannatynes Darlington Head Office,2025-03,,,,,
Bannatynes Darlington Head Office,2025-04,,,,,
Bannatynes Darlington Head Office,2025-05,,,,,
Bannatynes Darlington Head Office,2025-06,,,,,
Bannatynes Darlington Head Office,2025-07,,,,,
Bannatynes Darlington Head Office,2025-08,,,,,
Bannatynes Darlington Head Office,2025-09,,,,,
Bannatynes Darlington Head Office,2025-10,,,,,
Bannatynes Darlington Head Office,2025-11,52.35,17.89728510028653,10.70236676217765,25.04859025787966,17.8305
Bannatynes Darlington Head Office,2025-12,52.35,25.407541547277937,12.735502865329511,39.15859025787965,25.6585
Bannatynes Darlington Head Office,2026-01,52.35,15.905553724928366,8.468651146131805,24.637154727793696,15.89525
Bannatynes Norwich,2025-01,,,,,
Bannatynes Norwich,2025-02,,,,,
Bannatynes Norwich,2025-03,,,,,
Bannatynes Norwich,2025-04,,,,,
Bannatynes Norwich,2025-05,,,,,
Bannatynes Norwich,2025-06,,,,,
Bannatynes Norwich,2025-07,,,,,
Bannatynes Norwich,2025-08,,,,,
Bannatynes Norwich,2025-09,,,,,
Bannatynes Norwich,2025-10,,,,,
Bannatynes Norwich,2025-11,234.07,20.100264258555136,12.528787072243349,27.84348669201521,20.503
Bannatynes Norwich,2025-12,234.07,37.57138783269963,22.695539923954374,52.97247718631179,38.2
Bannatynes Norwich,2026-01,234.07,19.74793536121673,9.82236596958175,30.613309885931564,19.949
Bannatynes Weybridge,2025-01,,,,,
Bannatynes Weybridge,2025-02,,,,,
Bannatynes Weybridge,2025-03,,,,,
Bannatynes Weybridge,2025-04,,,,,
Bannatynes Weybridge,2025-05,,,,,
Bannatynes Weybridge,2025-06,,,,,
Bannatynes Weybridge,2025-07,,,,,
Bannatynes Weybridge,2025-08,,,,,
Bannatynes Weybridge,2025-09,,,,,
Bannatynes Weybridge,2025-10,,,,,
Bannatynes Weybridge,2025-11,95.23,31.251644859813084,20.35955140186916,41.13384112149532,23.469
Bannatynes Weybridge,2025-12,95.23,55.48641121495328,33.93120093457944,76.09107009345796,42.1625
Bannatynes Weybridge,2026-01,95.23,31.265768691588782,18.582764018691588,43.72427336448599,24.615
Bannatynes Wildmoor,2025-01,,,,,
Bannatynes Wildmoor,2025-02,,,,,
Bannatynes Wildmoor,2025-03,,,,,
Bannatynes Wildmoor,2025-04,,,,,
Bannatynes Wildmoor,2025-05,,,,,
Bannatynes Wildmoor,2025-06,,,,,
Bannatynes Wildmoor,2025-07,138.83999999999995,154.98435256410258,107.21106169871796,205.53497275641027,157.15925
Bannatynes Wildmoor,2025-08,138.83999999999995,133.95983173076925,94.59564102564104,174.08910336538463,133.81250000000003
Bannatynes Wildmoor,2025-09,138.83999999999995,93.59939423076924,59.07427884615385,128.62860336538463,91.5145
Bannatynes Wildmoor,2025-10,138.83999999999995,43.31673557692308,22.971653846153853,64.57570272435898,41.87825000000001
Bannatynes Wildmoor,2025-11,230.955,27.597434971098263,16.859259633911368,38.255475433526016,23.806982658959537
Bannatynes Wildmoor,2025-12,230.955,26.12250385356455,15.171884393063584,37.453576107899806,22.235109826589596
Bannatynes Wildmoor,2026-01,138.83999999999995,25.442503205128208,14.74800400641026,36.57804567307693,21.95425
Blachford,2025-01,333.0,40.160362162162166,25.686813513513517,55.18584324324324,36.40050000000001
Blachford,2025-02,333.0,70.84617567567568,44.88912432432433,99.6210972972973,67.043
Blachford,2025-03,333.0,196.02684864864867,152.08799459459462,239.38236756756757,187.127
Blachford,2025-04,333.0,290.0562405405405,237.1243648648649,342.0156297297297,282.4215
Blachford,2025-05,333.0,335.2484972972973,253.8118054054054,416.5630621621622,331.6745
Blachford,2025-06,333.0,339.91270270270275,239.83143783783788,443.25682162162167,337.6425
Blachford,2025-07,333.0,299.0049027027027,199.26425135135136,402.73460810810815,297.2675
Blachford,2025-08,333.0,246.9574216216216,162.31957702702704,332.8622797297297,243.7215
Blachford,2025-09,333.0,180.01093243243247,110.16701891891894,252.87035675675676,174.45400000000004
Blachford,2025-10,333.0,90.2208837837838,51.05392702702702,130.92891351351352,86.51050000000001
Blachford,2025-11,333.0,54.19431891891893,30.23941351351351,78.8853864864865,49.58950000000001
Blachford,2025-12,333.0,32.22248918918919,17.22125945945946,48.76513243243244,29.394
Blachford,2026-01,333.0,20.044441891891893,10.994805405405408,30.106398648648653,18.2905
Burnley College - Sports Hall,2025-01,,,,,
Burnley College - Sports Hall,2025-02,,,,,
Burnley College - Sports Hall,2025-03,,,,,
Burnley College - Sports Hall,2025-04,,,,,
Burnley College - Sports Hall,2025-05,,,,,
Burnley College - Sports Hall,2025-06,,,,,
Burnley College - Sports Hall,2025-07,,,,,
Burnley College - Sports Hall,2025-08,,,,,
Burnley College - Sports Hall,2025-09,,,,,
Burnley College - Sports Hall,2025-10,,,,,
Burnley College - Sports Hall,2025-11,249.63,18.513293654608823,11.418544245483316,26.035418819853383,18.5415
Burnley College - Sports Hall,2025-12,249.63,27.354438529022953,12.780882586227618,43.69155197692585,27.4225
Burnley College - Sports Hall,2026-01,249.63,19.507790159435967,10.62498112706806,28.958741437327244,19.541
Carlton Bolling Tech Studies,2025-01,,,,,
Carlton Bolling Tech Studies,2025-02,,,,,
Carlton Bolling Tech Studies,2025-03,,,,,
Carlton Bolling Tech Studies,2025-04,,,,,
Carlton Bolling Tech Studies,2025-05,,,,,
Carlton Bolling Tech Studies,2025-06,,,,,
Carlton Bolling Tech Studies,2025-07,,,,,
Carlton Bolling Tech Studies,2025-08,,,,,
Carlton Bolling Tech Studies,2025-09,,,,,
Carlton Bolling Tech Studies,2025-10,,,,,
Carlton Bolling Tech Studies,2025-11,32.5,13.26175,7.7955,18.73775,10.65475
Carlton Bolling Tech Studies,2025-12,32.5,32.404,17.05,48.9295,27.237
Carlton Bolling Tech Studies,2026-01,32.5,22.4005,13.39025,32.2665,18.371
Carlton High Park,2025-01,,,,,
Carlton High Park,2025-02,,,,,
Carlton High Park,2025-03,,,,,
Carlton High Park,2025-04,,,,,
Carlton High Park,2025-05,,,,,
Carlton High Park,2025-06,,,,,
Carlton High Park,2025-07,157.0,141.23875,94.3615,191.6385,140.35925
Carlton High Park,2025-08,157.0,124.19675,82.648,166.78475,122.75475000000002
Carlton High Park,2025-09,157.0,84.42675,51.5205,118.74725,82.61225
Carlton High Park,2025-10,157.0,42.2885,23.2105,62.29825,41.105
Carlton High Park,2025-11,157.0,24.7895,13.143875,37.42725,23.398875
Carlton High Park,2025-12,157.0,21.762,10.910375,33.820750000000004,20.504625
Carlton High Park,2026-01,157.0,19.590125,11.19875,29.04225,18.29275
Carlton Marshfield,2025-01,,,,,
Carlton Marshfield,2025-02,,,,,
Carlton Marshfield,2025-03,,,,,
Carlton Marshfield,2025-04,,,,,
Carlton Marshfield,2025-05,,,,,
Carlton Marshfield,2025-06,,,,,
Carlton Marshfield,2025-07,,,,,
Carlton Marshfield,2025-08,,,,,
Carlton Marshfield,2025-09,75.5,3.117023178807947,2.1552433774834436,3.9819470198675497,2.754778145695364
Carlton Marshfield,2025-10,75.5,50.04100993377484,28.19047682119205,72.05485761589405,43.07076655629139
Carlton Marshfield,2025-11,75.5,69.13434105960265,39.079046357615894,98.52897350993378,47.790384105960264
Carlton Marshfield,2025-12,75.5,41.97838410596027,22.88809271523179,60.63183774834437,28.39984437086093
Carlton Marshfield,2026-01,75.5,29.96657947019867,18.49330132450331,41.16587748344371,19.069521523178807
Carlton Mills Primary School,2025-01,,,,,
Carlton Mills Primary School,2025-02,,,,,
Carlton Mills Primary School,2025-03,,,,,
Carlton Mills Primary School,2025-04,,,,,
Carlton Mills Primary School,2025-05,,,,,
Carlton Mills Primary School,2025-06,,,,,
Carlton Mills Primary School,2025-07,33.0,139.3628409090909,93.87388636363636,188.3728181818182,140.18374999999995
Carlton Mills Primary School,2025-08,33.0,122.91070454545456,83.08143181818181,163.7355681818182,122.84325
Carlton Mills Primary School,2025-09,33.0,85.52090909090909,53.86218181818182,118.61865909090908,83.089
Carlton Mills Primary School,2025-10,33.0,42.74372727272728,23.867386363636363,62.408431818181825,41.36725
Carlton Mills Primary School,2025-11,108.5,9.361852534562212,5.412539170506912,13.39038940092166,7.985819124423963
Carlton Mills Primary School,2025-12,108.5,23.395900921658985,12.496344470046084,34.791582949308754,18.138662442396317
Carlton Mills Primary School,2026-01,33.0,19.878727272727275,11.544136363636364,29.19888636363636,18.282
Carlton Thackley,2025-01,,,,,
Carlton Thackley,2025-02,,,,,
Carlton Thackley,2025-03,,,,,
Carlton Thackley,2025-04,,,,,
Carlton Thackley,2025-05,,,,,
Carlton Thackley,2025-06,,,,,
Carlton Thackley,2025-07,,,,,
Carlton Thackley,2025-08,,,,,
Carlton Thackley,2025-09,,,,,
Carlton Thackley,2025-10,,,,,
Carlton Thackley,2025-11,47.5,11.88438947368421,6.8294,17.195155263157897,10.61325
Carlton Thackley,2025-12,47.5,29.288715789473684,14.769605263157894,45.42566315789474,26.9535
Carlton Thackley,2026-01,47.5,19.8849,11.529486842105262,29.365644736842103,18.048
Carlton Thorpe Primary,2025-01,,,,,
Carlton Thorpe Primary,2025-02,,,,,
Carlton Thorpe Primary,2025-03,,,,,
Carlton Thorpe Primary,2025-04,,,,,
Carlton Thorpe Primary,2025-05,,,,,
Carlton Thorpe Primary,2025-06,,,,,
Carlton Thorpe Primary,2025-07,,,,,
Carlton Thorpe Primary,2025-08,,,,,
Carlton Thorpe Primary,2025-09,,,,,
Carlton Thorpe Primary,2025-10,,,,,
Carlton Thorpe Primary,2025-11,43.0,15.876142441860464,9.953691860465115,21.087031976744186,8.37475
Carlton Thorpe Primary,2025-12,43.0,22.74427034883721,12.37823546511628,32.68832848837209,13.563
Carlton Thorpe Primary,2026-01,43.0,32.07696220930233,19.937732558139533,43.75102034883721,18.06525
Casepak Sunningdale,2025-01,,,,,
Casepak Sunningdale,2025-02,,,,,
Casepak Sunningdale,2025-03,,,,,
Casepak Sunningdale,2025-04,,,,,
Casepak Sunningdale,2025-05,,,,,
Casepak Sunningdale,2025-06,,,,,
Casepak Sunningdale,2025-07,,,,,
Casepak Sunningdale,2025-08,,,,,
Casepak Sunningdale,2025-09,,,,,
Casepak Sunningdale,2025-10,,,,,
Casepak Sunningdale,2025-11,,,,,
Casepak Sunningdale,2025-12,1569.7,7.243313658660891,4.355973131808626,10.378448907434542,7.25675
Casepak Sunningdale,2026-01,1569.7,20.124548799133592,11.323354526342612,29.88082722813277,20.1735
Casepak Warren Park Way,2025-01,,,,,
Casepak Warren Park Way,2025-02,,,,,
Casepak Warren Park Way,2025-03,,,,,
Casepak Warren Park Way,2025-04,,,,,
Casepak Warren Park Way,2025-05,,,,,
Casepak Warren Park Way,2025-06,,,,,
Casepak Warren Park Way,2025-07,,,,,
Casepak Warren Park Way,2025-08,,,,,
Casepak Warren Park Way,2025-09,,,,,
Casepak Warren Park Way,2025-10,,,,,
Casepak Warren Park Way,2025-11,344.2,5.353125,3.468,7.112124999999999,5.358
Casepak Warren Park Way,2025-12,344.2,33.75175,18.487,50.42075,33.84449999999999
Casepak Warren Park Way,2026-01,344.2,20.24825,11.366875,30.0015,20.311
City Football Group Phase 1,2025-01,2205.5,41.356722625255046,22.318605508954885,61.129196962140114,41.25950000000001
City Football Group Phase 1,2025-02,2205.5,65.6503662434822,38.35304865109952,96.16740900022673,65.646
City Football Group Phase 1,2025-03,2205.5,171.81684160054408,126.5528180684652,216.80814679211065,171.73800000000003
City Football Group Phase 1,2025-04,2205.5,140.15353704375426,116.02511099523916,164.17197294264338,140.04225
City Football Group Phase 1,2025-05,2205.5,349.201042167309,272.143612128769,427.4052791657221,349.2675
City Football Group Phase 1,2025-06,3456.2,189.37220065389735,122.31648397806842,260.3253128869857,189.64992112001624
City Football Group Phase 1,2025-07,3456.2,176.6384038973439,114.0461263960419,243.5001425264742,176.91557949482092
City Football Group Phase 1,2025-08,2205.5,239.92516344366356,155.1905258784856,328.426909544321,240.16475000000003
City Football Group Phase 1,2025-09,2205.5,158.1628566764906,92.8890542507368,227.24249213330313,158.212
City Football Group Phase 1,2025-10,2205.5,75.47442985717525,37.22257599183859,116.0583120607572,75.68550000000002
City Football Group Phase 1,2025-11,2205.5,48.42153117206983,25.539452187712534,73.46087873498072,48.2905
City Football Group Phase 1,2025-12,2205.5,31.48219319882113,15.37960693720245,48.31400244842439,31.4175
City Football Group Phase 1,2026-01,2205.5,20.20000470414872,11.016622568578551,29.95984247336205,20.13625
Cromwell Tools,2025-01,999.8,46.68303110622124,27.30064597919584,66.25861292258452,46.8785
Cromwell Tools,2025-02,999.8,67.0360224044809,41.03815803160632,96.03496919383878,67.6175
Cromwell Tools,2025-03,999.8,179.41607856571315,135.28942008401685,223.41209456891377,180.99150000000003
Cromwell Tools,2025-04,999.8,280.59382176435287,231.2701460792159,329.643526455291,283.51050000000004
Cromwell Tools,2025-05,999.8,327.48526890378076,240.5747272454491,414.3456320764153,331.401
Cromwell Tools,2025-06,999.8,340.2045545609122,244.03210437087415,437.6092350470094,344.5535
Cromwell Tools,2025-07,999.8,296.2848485697139,198.95579505901185,400.36824839967994,300.10400000000004
Cromwell Tools,2025-08,999.8,252.0619216343269,168.63215973194636,337.3901599319864,255.1105
Cromwell Tools,2025-09,999.8,179.17421414282856,110.28599864972996,249.5785468593719,180.67300000000003
Cromwell Tools,2025-10,999.8,83.06900425085018,42.78679580916184,126.16061807361471,84.00650000000002
Cromwell Tools,2025-11,999.8,55.27550355071014,31.921908181636333,79.62997449489899,55.4185
Cromwell Tools,2025-12,999.8,34.5856425785157,19.47853315663133,50.92971519303861,34.73
Cromwell Tools,2026-01,999.8,20.91932719043809,11.523396529305863,30.91987139927986,20.99575
Dunham Forest Golf Club,2025-01,,,,,
Dunham Forest Golf Club,2025-02,,,,,
Dunham Forest Golf Club,2025-03,,,,,
Dunham Forest Golf Club,2025-04,,,,,
Dunham Forest Golf Club,2025-05,,,,,
Dunham Forest Golf Club,2025-06,,,,,
Dunham Forest Golf Club,2025-07,,,,,
Dunham Forest Golf Club,2025-08,,,,,
Dunham Forest Golf Club,2025-09,,,,,
Dunham Forest Golf Club,2025-10,,,,,
Dunham Forest Golf Club,2025-11,58.46,11.021584459459458,6.270920608108108,16.083712837837837,11.05525
Dunham Forest Golf Club,2025-12,58.46,31.747979729729725,16.437087837837836,47.73124324324324,32.0055
Dunham Forest Golf Club,2026-01,58.46,19.491097972972973,10.250597972972972,29.10617905405405,19.625
Duo Plastics,2025-01,,,,,
Duo Plastics,2025-02,,,,,
Duo Plastics,2025-03,,,,,
Duo Plastics,2025-04,,,,,
Duo Plastics,2025-05,,,,,
Duo Plastics,2025-06,,,,,
Duo Plastics,2025-07,,,,,
Duo Plastics,2025-08,,,,,
Duo Plastics,2025-09,,,,,
Duo Plastics,2025-10,,,,,
Duo Plastics,2025-11,557.5,24.33314843049327,15.153265470852018,33.58836098654709,18.863
Duo Plastics,2025-12,557.5,37.5009,19.27838071748879,55.94779686098655,31.132500000000004
Duo Plastics,2026-01,557.5,24.64745067264574,14.02933542600897,35.3116630044843,20.065
Faltec Europe Ltd,2025-01,520.08,62.89270812182741,39.91936294416243,84.16123350253807,58.52884856175973
Faltec Europe Ltd,2025-02,520.08,82.77120642978002,49.14431133671742,119.77618443316412,79.94125634517766
Faltec Europe Ltd,2025-03,520.08,214.2580439932318,150.86872081218272,277.10843908629437,209.422796108291
Faltec Europe Ltd,2025-04,520.08,166.23365693739424,132.89207571912013,199.3345871404399,163.76488240270726
Faltec Europe Ltd,2025-05,520.08,450.9195744500846,349.7741159052453,551.3517597292723,445.8761776649746
Faltec Europe Ltd,2025-06,520.08,418.6729433164128,282.48902199661586,557.2864492385787,416.8982428087986
Faltec Europe Ltd,2025-07,520.08,363.44346108291023,244.7505490693739,491.155681895093,361.7475685279187
Faltec Europe Ltd,2025-08,520.08,332.58712944162437,232.73412901861252,436.04612436548217,329.4715985617597
Faltec Europe Ltd,2025-09,520.08,235.391282571912,154.49398646362098,319.0171505922165,231.33615482233495
Faltec Europe Ltd,2025-10,520.08,127.6328045685279,81.45224027072759,174.5389839255499,123.87893570219966
Faltec Europe Ltd,2025-11,520.08,58.52570642978003,29.30111336717428,88.81638409475464,55.99813790186125
Faltec Europe Ltd,2025-12,520.08,34.584521996615905,17.706280033840944,52.29871319796954,32.58062859560068
Faltec Europe Ltd,2026-01,520.08,20.954653976311334,10.853845600676818,32.541153553299495,19.812868866328255
Finlay Beverages,2025-01,,,,,
Finlay Beverages,2025-02,,,,,
Finlay Beverages,2025-03,,,,,
Finlay Beverages,2025-04,,,,,
Finlay Beverages,2025-05,,,,,
