name,month,total_capacity_kwp,gti,gti_low,gti_high,ghi
Park Hall Hotel,2025-05,,,,,
Park Hall Hotel,2025-06,,,,,
Park Hall Hotel,2025-07,,,,,
Park Hall Hotel,2025-08,,,,,
Park Hall Hotel,2025-09,,,,,
Park Hall Hotel,2025-10,,,,,
Park Hall Hotel,2025-11,201.6,18.475125,11.285183035714288,25.00856919642857,11.32725
Park Hall Hotel,2025-12,201.6,49.16442857142857,28.487348214285714,68.91499107142857,31.79
Park Hall Hotel,2026-01,201.6,30.51811383928571,17.80816294642857,42.414417410714286,20.332000000000004
Shawton Engineering,2025-01,,,,,
Shawton Engineering,2025-02,,,,,
Shawton Engineering,2025-03,,,,,
Shawton Engineering,2025-04,,,,,
Shawton Engineering,2025-05,,,,,
Shawton Engineering,2025-06,,,,,
Shawton Engineering,2025-07,,,,,
Shawton Engineering,2025-08,,,,,
Shawton Engineering,2025-09,,,,,
Shawton Engineering,2025-10,,,,,
Shawton Engineering,2025-11,217.5,28.342434482758623,17.304489655172414,38.90018275862069,19.405
Shawton Engineering,2025-12,217.5,43.836200000000005,24.54386551724138,62.68737931034483,31.737
Shawton Engineering,2026-01,217.5,25.933887931034484,14.522315517241378,37.46967931034483,19.28775
Sheldons Bakery,2025-01,226.35,41.111916500994035,22.080461232604375,60.87726043737574,41.2615
Sheldons Bakery,2025-02,226.35,65.46356361829025,38.07995626242545,96.08600695825048,65.70899999999999
Sheldons Bakery,2025-03,226.35,171.23890159045723,125.78748111332008,216.3816242544731,171.75949999999995
Sheldons Bakery,2025-04,226.35,279.48060139165005,231.01490556660036,327.69369582504964,280.059
Sheldons Bakery,2025-05,226.35,349.95371570576543,271.86009145129225,429.24424055666,350.62999999999994
Sheldons Bakery,2025-06,226.35,289.425486083499,186.07284194831013,398.766217693837,290.3815
Sheldons Bakery,2025-07,226.35,273.21411729622264,175.23102584493043,378.0369353876739,274.0855
Sheldons Bakery,2025-08,226.35,239.30465805168987,153.9842286282306,328.3985844930417,240.05924999999996
Sheldons Bakery,2025-09,226.35,157.8013111332008,91.97777534791253,227.50586182902583,158.3325
Sheldons Bakery,2025-10,226.35,75.20800397614313,36.86661829025845,115.95121172962226,75.6085
Sheldons Bakery,2025-11,226.35,48.14367693836978,25.29436182902585,73.21594135188866,48.33
Sheldons Bakery,2025-12,226.35,31.33718687872763,15.235252485089465,48.14323260437376,31.496499999999997
Sheldons Bakery,2026-01,226.35,20.0854935387674,10.92342097415507,29.83788220675944,20.15975
Smithy's Mushrooms,2025-01,,,,,
Smithy's Mushrooms,2025-02,,,,,
Smithy's Mushrooms,2025-03,,,,,
Smithy's Mushrooms,2025-04,,,,,
Smithy's Mushrooms,2025-05,,,,,
Smithy's Mushrooms,2025-06,,,,,
Smithy's Mushrooms,2025-07,,,,,
Smithy's Mushrooms,2025-08,,,,,
Smithy's Mushrooms,2025-09,,,,,
Smithy's Mushrooms,2025-10,224.4,45.014,23.00875,67.62475,38.1295
Smithy's Mushrooms,2025-11,,,,,
Smithy's Mushrooms,2025-12,,,,,
Smithy's Mushrooms,2026-01,,,,,
Smithy's Mushrooms Phase 2,2025-01,,,,,
Smithy's Mushrooms Phase 2,2025-02,,,,,
Smithy's Mushrooms Phase 2,2025-03,,,,,
Smithy's Mushrooms Phase 2,2025-04,,,,,
Smithy's Mushrooms Phase 2,2025-05,,,,,
Smithy's Mushrooms Phase 2,2025-06,,,,,
Smithy's Mushrooms Phase 2,2025-07,,,,,
Smithy's Mushrooms Phase 2,2025-08,,,,,
Smithy's Mushrooms Phase 2,2025-09,,,,,
Smithy's Mushrooms Phase 2,2025-10,542.9000000000001,37.17116598360656,18.592508196721308,57.00095286885245,38.224
Smithy's Mushrooms Phase 2,2025-11,,,,,
Smithy's Mushrooms Phase 2,2025-12,,,,,
Smithy's Mushrooms Phase 2,2026-01,,,,,
Smithys Mushrooms,2025-01,224.4,71.1115,42.76550000000001,97.038,43.922
Smithys Mushrooms,2025-02,224.4,99.6275,66.5055,133.1685,72.5945
Smithys Mushrooms,2025-03,224.4,227.7615,179.4195,274.27,180.942
Smithys Mushrooms,2025-04,224.4,325.875,273.418,377.8485,280.362
Smithys Mushrooms,2025-05,224.4,407.877,338.382,476.1905,382.3465
Smithys Mushrooms,2025-06,224.4,326.51650000000006,229.673,425.95699999999994,319.847
Smithys Mushrooms,2025-07,224.4,299.4455,210.431,393.4275,297.127
Smithys Mushrooms,2025-08,224.4,277.4105,194.69925,361.1565,258.6725
Smithys Mushrooms,2025-09,224.4,197.318,130.2705,266.5295,167.7055
Smithys Mushrooms,2025-10,224.4,45.014,23.00875,67.62475,38.1295
Smithys Mushrooms,2025-11,224.4,83.007,48.9,115.2095,51.5315
Smithys Mushrooms,2025-12,224.4,56.326,33.315,77.3595,32.496
Smithys Mushrooms,2026-01,224.4,32.6375,18.49575,45.59875,19.865
Smithys Mushrooms Phase 2,2025-01,,,,,
Smithys Mushrooms Phase 2,2025-02,,,,,
Smithys Mushrooms Phase 2,2025-03,,,,,
Smithys Mushrooms Phase 2,2025-04,,,,,
Smithys Mushrooms Phase 2,2025-05,,,,,
Smithys Mushrooms Phase 2,2025-06,,,,,
Smithys Mushrooms Phase 2,2025-07,,,,,
Smithys Mushrooms Phase 2,2025-08,,,,,
Smithys Mushrooms Phase 2,2025-09,542.9000000000001,2.313918032786885,1.3235717213114753,3.265108606557377,2.3804999999999996
Smithys Mushrooms Phase 2,2025-10,542.9000000000001,37.17116598360656,18.592508196721308,57.00095286885245,38.224
Smithys Mushrooms Phase 2,2025-11,542.9000000000001,49.328008196721306,26.85459016393442,73.18468852459016,51.74099999999999
Smithys Mushrooms Phase 2,2025-12,542.9000000000001,30.965237704918025,16.752286885245898,45.841520491803266,32.517999999999994
Smithys Mushrooms Phase 2,2026-01,542.9000000000001,19.00061270491803,9.884196721311474,28.43355532786885,19.853499999999997
Sofina Haverhill,2025-01,,,,,
Sofina Haverhill,2025-02,,,,,
Sofina Haverhill,2025-03,1015.48,138.4605,110.575,166.62499999999997,116.50249999999998
Sofina Haverhill,2025-04,1015.48,166.65399999999997,140.18024999999997,193.02799999999996,147.885
Sofina Haverhill,2025-05,1015.48,352.229,264.3625,440.5075,336.0525
Sofina Haverhill,2025-06,1015.48,369.0065,276.61249999999995,461.4495,363.1915
Sofina Haverhill,2025-07,1015.48,299.308,203.00349999999997,403.7325,293.71649999999994
Sofina Haverhill,2025-08,1015.48,297.64949999999993,217.5715,378.94875,275.58225
Sofina Haverhill,2025-09,1015.48,230.484,156.93599999999998,304.43699999999995,194.8335
Sofina Haverhill,2025-10,1015.48,112.84099999999998,68.08299999999998,158.7865,91.3685
Sofina Haverhill,2025-11,1015.48,77.41499999999999,43.003499999999995,110.1815,55.197
Sofina Haverhill,2025-12,1015.48,67.407,43.3685,89.24699999999999,41.5095
Sofina Haverhill,2026-01,1015.48,33.353,20.0355,46.35575,22.43225
Swift Dental Group,2025-01,,,,,
Swift Dental Group,2025-02,,,,,
Swift Dental Group,2025-03,,,,,
Swift Dental Group,2025-04,,,,,
Swift Dental Group,2025-05,,,,,
Swift Dental Group,2025-06,,,,,
Swift Dental Group,2025-07,,,,,
Swift Dental Group,2025-08,,,,,
Swift Dental Group,2025-09,,,,,
Swift Dental Group,2025-10,,,,,
Swift Dental Group,2025-11,92.65,11.17922018348624,6.579319954128438,15.990317660550456,11.132999999999996
Swift Dental Group,2025-12,92.65,29.75646559633027,14.791479357798163,45.8788623853211,29.811499999999995
Swift Dental Group,2026-01,92.65,19.062577981651373,10.03708600917431,28.598577981651378,19.08275
Uniroyal,2025-01,,,,,
Uniroyal,2025-02,,,,,
Uniroyal,2025-03,,,,,
Uniroyal,2025-04,,,,,
Uniroyal,2025-05,,,,,
Uniroyal,2025-06,,,,,
Uniroyal,2025-07,,,,,
Uniroyal,2025-08,,,,,
Uniroyal,2025-09,,,,,
Uniroyal,2025-10,,,,,
Uniroyal,2025-11,999.18,10.89719766708701,6.494155422446406,15.470869903320724,10.845
Uniroyal,2025-12,999.18,27.170617696511137,12.883741277847834,42.91791151744431,27.141499999999997
Uniroyal,2026-01,999.18,18.92774012189996,10.17672005044136,28.436904791929383,18.873
Valley Hydraulics,2025-01,,,,,
Valley Hydraulics,2025-02,,,,,
Valley Hydraulics,2025-03,,,,,
Valley Hydraulics,2025-04,,,,,
Valley Hydraulics,2025-05,,,,,
Valley Hydraulics,2025-06,,,,,
Valley Hydraulics,2025-07,,,,,
Valley Hydraulics,2025-08,,,,,
Valley Hydraulics,2025-09,,,,,
Valley Hydraulics,2025-10,,,,,
Valley Hydraulics,2025-11,88.5,16.798,10.56025,22.786,10.73275
Valley Hydraulics,2025-12,88.5,38.067,19.7495,57.1485,27.4775
Valley Hydraulics,2026-01,88.5,29.09725,16.762,40.94525,19.4035
WALC Adult Learning Centre,2025-01,,,,,
WALC Adult Learning Centre,2025-02,,,,,
WALC Adult Learning Centre,2025-03,,,,,
WALC Adult Learning Centre,2025-04,,,,,
WALC Adult Learning Centre,2025-05,,,,,
WALC Adult Learning Centre,2025-06,,,,,
WALC Adult Learning Centre,2025-07,,,,,
WALC Adult Learning Centre,2025-08,,,,,
WALC Adult Learning Centre,2025-09,,,,,
WALC Adult Learning Centre,2025-10,,,,,
WALC Adult Learning Centre,2025-11,50.4,11.99725,7.228000000000001,17.07275,11.138750000000002
WALC Adult Learning Centre,2025-12,50.4,33.1085,17.541,49.520500000000006,31.147
WALC Adult Learning Centre,2026-01,50.4,20.6855,10.930750000000002,30.86025,19.43725
WALC Leigh College,2025-01,,,,,
WALC Leigh College,2025-02,,,,,
WALC Leigh College,2025-03,,,,,
WALC Leigh College,2025-04,,,,,
WALC Leigh College,2025-05,,,,,
WALC Leigh College,2025-06,,,,,
WALC Leigh College,2025-07,124.74,140.0699318181818,92.07271969696968,190.8107727272727,142.4025
WALC Leigh College,2025-08,124.74,117.44983333333332,77.68062878787879,158.8294393939394,121.877
WALC Leigh College,2025-09,124.74,72.84050757575758,43.608333333333334,104.9175,77.90775000000001
WALC Leigh College,2025-10,124.74,35.83067424242424,17.94774242424242,55.40102272727273,37.7725
WALC Leigh College,2025-11,249.48,11.572625,6.301090909090909,17.542560606060604,13.095875
WALC Leigh College,2025-12,249.48,14.976814393939394,7.712878787878788,22.789242424242424,15.637125
WALC Leigh College,2026-01,124.74,16.895545454545452,8.562098484848484,25.97943181818182,19.395
WALC Pagefield,2025-01,,,,,
WALC Pagefield,2025-02,,,,,
WALC Pagefield,2025-03,,,,,
WALC Pagefield,2025-04,,,,,
WALC Pagefield,2025-05,,,,,
WALC Pagefield,2025-06,,,,,
WALC Pagefield,2025-07,,,,,
WALC Pagefield,2025-08,,,,,
WALC Pagefield,2025-09,,,,,
WALC Pagefield,2025-10,,,,,
WALC Pagefield,2025-11,70.9,11.057139280677012,6.26057581100141,16.022960507757404,11.124
WALC Pagefield,2025-12,70.9,31.340934414668546,16.566642454160792,46.893306770098725,31.539000000000005
WALC Pagefield,2026-01,70.9,19.47230077574048,10.234581452750351,29.17922496473907,19.5795
WIENERBERGER FLOPLAST,2025-01,,,,,
WIENERBERGER FLOPLAST,2025-02,,,,,
WIENERBERGER FLOPLAST,2025-03,,,,,
WIENERBERGER FLOPLAST,2025-04,,,,,
WIENERBERGER FLOPLAST,2025-05,,,,,
WIENERBERGER FLOPLAST,2025-06,,,,,
WIENERBERGER FLOPLAST,2025-07,1531.01,157.496189890987,110.73020540852116,207.00032968595897,158.07825
WIENERBERGER FLOPLAST,2025-08,1531.01,142.04901351068904,104.35152532151976,180.27839690465768,142.77275
WIENERBERGER FLOPLAST,2025-09,1531.01,101.6624143506574,70.05803375876056,133.3110091883789,102.369
WIENERBERGER FLOPLAST,2025-10,3058.13,44.30455996474969,27.72952870872069,61.77822051466092,44.65681075608296
WIENERBERGER FLOPLAST,2025-11,3058.13,30.36867846445377,18.439844767063533,42.86502022232541,30.6619970030705
WIENERBERGER FLOPLAST,2025-12,3058.13,21.583960823280893,12.794890122395058,30.46842803853989,21.8129107755393
WIENERBERGER FLOPLAST,2026-01,1531.01,25.41225523510624,14.270365903880448,36.559614297097994,25.823
Wienerberger - Smeed,2025-01,,,,,
Wienerberger - Smeed,2025-02,,,,,
Wienerberger - Smeed,2025-03,,,,,
Wienerberger - Smeed,2025-04,,,,,
Wienerberger - Smeed,2025-05,,,,,
Wienerberger - Smeed,2025-06,,,,,
Wienerberger - Smeed,2025-07,,,,,
Wienerberger - Smeed,2025-08,,,,,
Wienerberger - Smeed,2025-09,,,,,
Wienerberger - Smeed,2025-10,,,,,
Wienerberger - Smeed,2025-11,,,,,
Wienerberger - Smeed,2025-12,664.2,11.60758536585366,6.99334756097561,16.1465,10.2975
Wienerberger - Smeed,2026-01,664.2,28.87595731707317,16.587390243902437,40.903951219512194,25.815750000000005
