name,time,total_capacity_kwp,gti,gti_low,gti_high,ghi
Oasis - Isle of Sheppey West,2025-10-01,145.79999999999998,180.85602222222224,113.33981111111112,250.25011111111115,157.318
Oasis - Isle of Sheppey West,2025-11-01,145.79999999999998,118.81503333333335,74.27906666666667,164.26752222222225,91.34817777777778
Oasis - Isle of Sheppey West,2025-12-01,145.79999999999998,87.42565555555557,53.84806666666667,119.9528777777778,64.00311111111111
Oasis - Isle of Sheppey West,2026-01-01,145.79999999999998,52.04667777777778,31.239000000000004,71.84668333333333,38.84651111111111
Oasis - John Williams,2025-06-01,153.26999999999998,257.2574949109415,199.9647480916031,313.4087175572519,257.306
Oasis - John Williams,2025-07-01,153.26999999999998,344.2409516539441,252.98221882951657,439.03664885496187,344.16450000000003
Oasis - John Williams,2025-08-01,153.26999999999998,285.7132321882952,210.78542302798985,362.81090966921124,285.59875000000005
Oasis - John Williams,2025-09-01,153.26999999999998,191.63566539440205,125.70145674300257,259.3202722646311,191.25
Oasis - John Williams,2025-10-01,153.26999999999998,91.01057760814251,51.69241603053435,132.89944783715015,90.8865
Oasis - John Williams,2025-11-01,153.26999999999998,60.301866412213755,36.1399096692112,86.4500076335878,60.014
Oasis - John Williams,2025-12-01,153.26999999999998,43.75293384223919,25.705670483460562,61.93028753180662,43.6035
Oasis - John Williams,2026-01-01,153.26999999999998,26.149153307888042,15.018572519083973,37.60812340966922,26.015250000000005
Oasis - Lister Park,2025-01-01,213.03,16.74212103929024,8.970372306717364,25.057562103929023,20.272
Oasis - Lister Park,2025-02-01,213.03,26.596662864385298,16.245278517110265,38.267889100126744,32.66325
Oasis - Lister Park,2025-03-01,213.03,77.65501774397971,62.1539211026616,92.56221166032952,100.14800000000001
Oasis - Lister Park,2025-05-01,281.34000000000003,208.3084592130518,160.66379678502878,255.77195321497118,262.63402111324376
Oasis - Lister Park,2025-06-01,524.34,180.7241078784758,127.25100746652934,236.35983869721935,207.59288143666322
Oasis - Lister Park,2025-07-01,524.34,154.72878939237899,101.92397180741503,212.213976184346,176.5229398815654
Oasis - Lister Park,2025-08-01,524.34,133.21205664263644,88.85280883110195,179.3026611740474,154.70564894438724
Oasis - Lister Park,2025-09-01,281.34000000000003,101.13683469289826,61.429982005758156,143.56487499999997,125.8752200095969
Oasis - Lister Park,2025-10-01,281.34000000000003,52.011463531669854,28.038777351247596,77.4065215930902,62.7001338771593
Oasis - Lister Park,2025-11-01,213.03,37.75762737642585,18.6853700887199,58.90941254752851,45.430499999999995
Oasis - Lister Park,2025-12-01,213.03,26.72017617237009,13.045205323193915,42.180908745247145,26.744000000000003
Oasis - Lister Park,2026-01-01,213.03,18.050928707224333,10.047610266159696,27.25032319391635,18.0065
Oasis - Media City,2025-08-01,61.94,181.75924999999998,126.81,239.3485,171.478
Oasis - Media City,2025-09-01,61.94,186.6035,120.5265,256.1995,168.5245
Oasis - Media City,2025-10-01,61.94,86.1,43.9515,129.607,77.75150000000001
Oasis - Media City,2025-11-01,61.94,65.354,37.958,93.6055,50.5815
Oasis - Media City,2025-12-01,61.94,45.614,26.297,64.514,33.844500000000004
Oasis - Media City,2026-01-01,61.94,26.08175,15.06775,37.26975,19.735500000000002
Oasis - New Oak,2025-06-01,81.0,183.58745,137.6453,228.88779999999997,185.60295000000002
Oasis - New Oak,2025-07-01,81.0,202.1222,150.8634,255.00434999999996,199.39515
Oasis - New Oak,2025-08-01,48.599999999999994,301.7966666666667,223.78183333333337,381.39425,287.29075
Oasis - New Oak,2025-09-01,48.599999999999994,211.961,140.9788333333333,283.605,191.254
Oasis - New Oak,2025-10-01,48.599999999999994,101.78433333333335,58.754333333333335,146.55300000000003,90.8275
Oasis - New Oak,2025-11-01,48.599999999999994,79.35633333333334,49.685833333333335,109.49816666666668,59.996500000000005
Oasis - New Oak,2025-12-01,48.599999999999994,59.777,36.72633333333334,81.50600000000001,43.5645
Oasis - New Oak,2026-01-01,48.599999999999994,34.86441666666667,20.93491666666667,48.257000000000005,25.99425
Oasis - Parkwood,2025-06-01,17.82,431.9764318181818,316.8160681818182,550.1049772727273,421.1886590909091
Oasis - Parkwood,2025-07-01,17.82,483.0477272727273,311.8662045454546,669.199909090909,471.86268181818184
Oasis - Parkwood,2025-08-01,17.82,428.4773295454546,280.6902159090909,581.3143636363635,407.4755340909091
Oasis - Parkwood,2025-09-01,17.82,330.60247727272724,210.30488636363634,452.0717954545455,297.72722727272725
Oasis - Parkwood,2025-10-01,17.82,178.81727272727275,108.4495909090909,248.76390909090907,153.47011363636364
Oasis - Parkwood,2025-11-01,17.82,103.98820454545455,56.13099999999999,151.41011363636363,81.33777272727272
Oasis - Parkwood,2025-12-01,17.82,65.82493181818182,35.47459090909091,96.50629545454545,49.83647727272727
Oasis - Parkwood,2026-01-01,17.82,42.283375,24.971931818181815,60.15526136363637,31.597579545454547
Oasis - Pinewood,2025-06-01,45.36,284.3985982142857,228.37576785714288,338.92543750000004,280.344
Oasis - Pinewood,2025-07-01,45.36,309.37166964285717,208.4176160714286,417.48195535714285,302.4075
Oasis - Pinewood,2025-08-01,45.36,290.37163839285716,211.80834375,370.8893526785714,275.14075
Oasis - Pinewood,2025-09-01,45.36,207.8625089285714,134.2313125,282.5480535714286,187.836
Oasis - Pinewood,2025-10-01,45.36,106.69619642857144,60.61192857142858,154.17016071428571,94.21449999999999
Oasis - Pinewood,2025-11-01,45.36,71.78133928571428,39.42350892857143,103.9512142857143,57.33599999999999
Oasis - Pinewood,2025-12-01,45.36,54.72353571428571,33.18576785714286,75.51359821428572,40.6875
Oasis - Pinewood,2026-01-01,45.36,30.930825892857147,17.84083482142857,43.68476785714286,23.898000000000003
Oasis - Short Heath,2025-06-01,45.900000000000006,257.94505882352945,195.94942352941175,320.1031352941176,254.55049999999997
Oasis - Short Heath,2025-07-01,45.900000000000006,318.5950176470588,221.97406470588234,420.68863529411766,309.654
Oasis - Short Heath,2025-08-01,45.900000000000006,278.0341970588235,189.60444411764703,368.28433823529406,263.68825
Oasis - Short Heath,2025-09-01,45.900000000000006,194.29701176470587,123.9139588235294,265.6414176470588,176.865
Oasis - Short Heath,2025-10-01,45.900000000000006,94.8641,50.670823529411756,140.29055294117646,84.76449999999998
Oasis - Short Heath,2025-11-01,45.900000000000006,70.45473529411765,42.54609411764706,98.10580588235295,54.394499999999994
Oasis - Short Heath,2025-12-01,45.900000000000006,46.98681176470588,27.575394117647054,66.89288823529411,35.097
Oasis - Short Heath,2026-01-01,45.900000000000006,28.781723529411764,16.325417647058824,41.05837352941176,21.98725
Oasis - Wintringham,2025-01-01,168.48,41.49713301282051,25.721139423076924,57.35276282051282,45.7695
Oasis - Wintringham,2025-02-01,168.48,62.44758974358975,38.73928685897436,89.17185096153845,65.9505
Oasis - Wintringham,2025-03-01,168.48,187.80263141025642,145.56846314102566,227.54468910256412,196.249
Oasis - Wintringham,2025-04-01,168.48,141.72703846153846,119.01955689102564,164.14470032051284,146.33525
Oasis - Wintringham,2025-05-01,168.48,339.87519711538465,267.35811217948714,413.17757371794875,345.5815
Oasis - Wintringham,2025-06-01,168.48,343.4003573717949,245.24008814102564,442.36327564102567,348.72600000000006
Oasis - Wintringham,2025-07-01,168.48,282.91518429487184,183.18520833333332,388.93372596153847,288.0365
Oasis - Wintringham,2025-08-01,168.48,242.04708493589746,161.2397932692308,325.3046682692308,248.18924999999996
Oasis - Wintringham,2025-09-01,168.48,181.8265528846154,118.81141346153846,245.81745192307693,189.87800000000001
Oasis - Wintringham,2025-10-01,168.48,93.24442788461539,56.43254487179487,131.43466185897435,99.141
Oasis - Wintringham,2025-11-01,168.48,46.04684294871795,23.83011698717949,69.58672916666667,50.214000000000006
Oasis - Wintringham,2025-12-01,168.48,29.154208333333337,15.736363782051281,43.80841506410257,31.9035
Oasis - Wintringham,2026-01-01,168.48,16.879240384615382,8.669925480769232,26.30896394230769,18.4215
Panorama Kitchens,2025-11-01,222.0,12.160636261261262,7.260475788288288,16.863117117117117,12.172500000000001
Panorama Kitchens,2025-12-01,222.0,33.86116891891892,18.216298423423424,49.55361486486486,33.9205
Panorama Kitchens,2026-01-01,222.0,20.186819256756756,10.060295045045045,30.650768018018017,20.236
Parfetts - Birmingham,2025-02-01,246.45,51.47837419354838,32.908470967741934,68.53697419354839,0.0
Parfetts - Birmingham,2025-03-01,246.45,288.7885483870968,221.79859677419356,355.2916774193548,15.868683870967741
Parfetts - Birmingham,2025-04-01,246.45,450.36758064516135,371.99458064516125,529.8676677419355,443.10814838709683
Parfetts - Birmingham,2025-05-01,246.45,523.2860967741935,383.4961612903226,663.5830193548387,519.4611
Parfetts - Birmingham,2025-06-01,246.45,543.0843000000001,388.55352258064516,699.5234032258065,540.8498032258065
Parfetts - Birmingham,2025-07-01,246.45,492.39456774193553,340.28737096774194,653.7517967741935,490.9666064516129
Parfetts - Birmingham,2025-08-01,246.45,413.5789951612903,282.72695,548.4863612903226,410.16910645161283
Parfetts - Birmingham,2025-09-01,246.45,284.1739225806452,178.0361290322581,392.78020645161286,278.3298483870968
Parfetts - Birmingham,2025-10-01,246.45,137.31988064516128,72.49452258064517,205.21867741935483,134.47541612903225
Parfetts - Birmingham,2025-11-01,246.45,92.57323870967741,54.42403870967742,131.76633548387096,87.08414516129032
Parfetts - Birmingham,2025-12-01,246.45,60.127399999999994,34.37785483870968,87.43580967741936,56.542180645161295
Parfetts - Birmingham,2026-01-01,246.45,34.49716612903226,19.001804838709678,51.44432096774194,32.701529032258065
Park Hall Hotel,2025-11-01,201.6,18.475125000000002,11.285183035714287,25.00856919642857,11.32725
Park Hall Hotel,2025-12-01,201.6,49.16442857142857,28.487348214285714,68.91499107142857,31.79
Park Hall Hotel,2026-01-01,201.6,30.518113839285714,17.80816294642857,42.414417410714286,20.332000000000004
Shawton Engineering,2025-11-01,217.5,28.342434482758623,17.304489655172414,38.90018275862069,19.404999999999998
Shawton Engineering,2025-12-01,217.5,43.836200000000005,24.54386551724138,62.68737931034483,31.737000000000002
Shawton Engineering,2026-01-01,217.5,25.933887931034484,14.522315517241378,37.46967931034483,19.28775
Sheldons Bakery,2025-01-01,226.35000000000002,41.111916500994035,22.080461232604375,60.87726043737574,41.2615
Sheldons Bakery,2025-02-01,226.35000000000002,65.46356361829025,38.07995626242545,96.08600695825048,65.70899999999999
Sheldons Bakery,2025-03-01,226.35000000000002,171.23890159045723,125.78748111332007,216.38162425447314,171.75949999999997
Sheldons Bakery,2025-04-01,226.35000000000002,279.48060139165005,231.01490556660036,327.69369582504964,280.059
Sheldons Bakery,2025-05-01,226.35000000000002,349.95371570576543,271.86009145129225,429.24424055666,350.62999999999994
Sheldons Bakery,2025-06-01,226.35000000000002,289.425486083499,186.07284194831013,398.766217693837,290.3815
Sheldons Bakery,2025-07-01,226.35000000000002,273.21411729622264,175.23102584493043,378.03693538767396,274.0855
Sheldons Bakery,2025-08-01,226.35000000000002,239.30465805168987,153.9842286282306,328.3985844930417,240.05924999999996
Sheldons Bakery,2025-09-01,226.35000000000002,157.8013111332008,91.97777534791253,227.50586182902583,158.3325
Sheldons Bakery,2025-10-01,226.35000000000002,75.20800397614313,36.86661829025845,115.95121172962226,75.6085
Sheldons Bakery,2025-11-01,226.35000000000002,48.14367693836978,25.294361829025846,73.21594135188866,48.33
Sheldons Bakery,2025-12-01,226.35000000000002,31.33718687872763,15.235252485089463,48.14323260437376,31.496499999999997
Sheldons Bakery,2026-01-01,226.35000000000002,20.0854935387674,10.92342097415507,29.837882206759442,20.15975
Smithy's Mushrooms,2025-10-01,224.4,45.014,23.00875,67.62475,38.1295
Smithy's Mushrooms Phase 2,2025-10-01,542.9000000000001,37.171165983606556,18.592508196721308,57.00095286885245,38.224
Smithys Mushrooms,2025-01-01,224.4,71.1115,42.76550000000001,97.038,43.922
Smithys Mushrooms,2025-02-01,224.4,99.6275,66.5055,133.1685,72.5945
Smithys Mushrooms,2025-03-01,224.4,227.7615,179.4195,274.27,180.942
Smithys Mushrooms,2025-04-01,224.4,325.875,273.418,377.8485,280.362
Smithys Mushrooms,2025-05-01,224.4,407.877,338.382,476.1905,382.3465
Smithys Mushrooms,2025-06-01,224.4,326.51650000000006,229.673,425.95699999999994,319.847
Smithys Mushrooms,2025-07-01,224.4,299.4455,210.431,393.4275,297.127
Smithys Mushrooms,2025-08-01,224.4,277.4105,194.69925,361.1565,258.6725
Smithys Mushrooms,2025-09-01,224.4,197.318,130.2705,266.5295,167.7055
Smithys Mushrooms,2025-10-01,224.4,45.014,23.00875,67.62475,38.1295
Smithys Mushrooms,2025-11-01,224.4,83.007,48.9,115.20949999999999,51.5315
Smithys Mushrooms,2025-12-01,224.4,56.326,33.315,77.3595,32.496
Smithys Mushrooms,2026-01-01,224.4,32.6375,18.49575,45.59875,19.865
Smithys Mushrooms Phase 2,2025-09-01,542.9000000000001,2.313918032786885,1.3235717213114753,3.265108606557377,2.3804999999999996
Smithys Mushrooms Phase 2,2025-10-01,542.9000000000001,37.171165983606556,18.592508196721308,57.00095286885245,38.224
Smithys Mushrooms Phase 2,2025-11-01,542.9000000000001,49.328008196721306,26.85459016393442,73.18468852459016,51.74099999999999
Smithys Mushrooms Phase 2,2025-12-01,542.9000000000001,30.965237704918025,16.752286885245898,45.841520491803266,32.517999999999994
Smithys Mushrooms Phase 2,2026-01-01,542.9000000000001,19.00061270491803,9.884196721311474,28.43355532786885,19.853499999999997
Sofina Haverhill,2025-03-01,1015.48,138.4605,110.575,166.62499999999997,116.50249999999998
Sofina Haverhill,2025-04-01,1015.48,166.65399999999997,140.18024999999997,193.02799999999996,147.885
Sofina Haverhill,2025-05-01,1015.48,352.229,264.3625,440.5075,336.0525
Sofina Haverhill,2025-06-01,1015.48,369.0065,276.61249999999995,461.4495,363.19149999999996
Sofina Haverhill,2025-07-01,1015.48,299.308,203.00349999999997,403.7325,293.71649999999994
Sofina Haverhill,2025-08-01,1015.48,297.64949999999993,217.5715,378.94874999999996,275.58225
Sofina Haverhill,2025-09-01,1015.48,230.48399999999998,156.93599999999998,304.43699999999995,194.8335
Sofina Haverhill,2025-10-01,1015.48,112.84099999999998,68.08299999999998,158.7865,91.3685
Sofina Haverhill,2025-11-01,1015.48,77.41499999999999,43.003499999999995,110.1815,55.197
Sofina Haverhill,2025-12-01,1015.48,67.407,43.3685,89.24699999999999,41.5095
Sofina Haverhill,2026-01-01,1015.48,33.353,20.0355,46.35575,22.43225
Swift Dental Group,2025-11-01,92.65,11.179220183486239,6.579319954128438,15.990317660550456,11.132999999999997
Swift Dental Group,2025-12-01,92.65,29.75646559633027,14.791479357798163,45.8788623853211,29.811499999999995
Swift Dental Group,2026-01-01,92.65,19.062577981651373,10.03708600917431,28.598577981651374,19.08275
Uniroyal,2025-11-01,999.1800000000001,10.89719766708701,6.494155422446406,15.470869903320724,10.845
Uniroyal,2025-12-01,999.1800000000001,27.170617696511137,12.883741277847834,42.91791151744431,27.141499999999997
Uniroyal,2026-01-01,999.1800000000001,18.92774012189996,10.17672005044136,28.436904791929383,18.873
Valley Hydraulics,2025-11-01,88.5,16.798,10.56025,22.786,10.73275
Valley Hydraulics,2025-12-01,88.5,38.067,19.7495,57.1485,27.4775
Valley Hydraulics,2026-01-01,88.5,29.09725,16.762,40.94525,19.4035
WALC Adult Learning Centre,2025-11-01,50.4,11.99725,7.228000000000001,17.07275,11.138750000000002
WALC Adult Learning Centre,2025-12-01,50.4,33.1085,17.541,49.520500000000006,31.147
WALC Adult Learning Centre,2026-01-01,50.4,20.685499999999998,10.930750000000002,30.86025,19.43725
WALC Leigh College,2025-07-01,124.74,140.0699318181818,92.07271969696968,190.81077272727273,142.4025
WALC Leigh College,2025-08-01,124.74,117.44983333333333,77.68062878787879,158.8294393939394,121.877
WALC Leigh College,2025-09-01,124.74,72.84050757575758,43.608333333333334,104.9175,77.90775000000001
WALC Leigh College,2025-10-01,124.74,35.83067424242424,17.94774242424242,55.40102272727273,37.7725
WALC Leigh College,2025-11-01,249.48,11.572625,6.301090909090909,17.542560606060604,13.095875
WALC Leigh College,2025-12-01,249.48,14.976814393939394,7.712878787878788,22.789242424242424,15.637125
WALC Leigh College,2026-01-01,124.74,16.895545454545452,8.562098484848484,25.97943181818182,19.395
WALC Pagefield,2025-11-01,70.9,11.057139280677012,6.26057581100141,16.022960507757404,11.124
WALC Pagefield,2025-12-01,70.9,31.340934414668546,16.566642454160792,46.893306770098725,31.539000000000005
WALC Pagefield,2026-01-01,70.9,19.47230077574048,10.234581452750353,29.17922496473907,19.5795
WIENERBERGER FLOPLAST,2025-07-01,1531.01,157.496189890987,110.73020540852117,207.00032968595897,158.07825
WIENERBERGER FLOPLAST,2025-08-01,1531.01,142.04901351068904,104.35152532151977,180.27839690465768,142.77275
WIENERBERGER FLOPLAST,2025-09-01,1531.01,101.66241435065739,70.05803375876056,133.3110091883789,102.36900000000001
WIENERBERGER FLOPLAST,2025-10-01,3058.13,44.30455996474969,27.729528708720686,61.77822051466092,44.65681075608296
WIENERBERGER FLOPLAST,2025-11-01,3058.13,30.36867846445377,18.439844767063533,42.86502022232541,30.6619970030705
WIENERBERGER FLOPLAST,2025-12-01,3058.13,21.583960823280893,12.794890122395058,30.46842803853989,21.8129107755393
WIENERBERGER FLOPLAST,2026-01-01,1531.01,25.41225523510624,14.270365903880448,36.559614297097994,25.823
Wienerberger - Smeed,2025-12-01,664.2,11.607585365853659,6.99334756097561,16.1465,10.2975
Wienerberger - Smeed,2026-01-01,664.2,28.87595731707317,16.587390243902437,40.903951219512194,25.815750000000005
