,obs_gti_kWh,obs_ghi_kWh,pvgis_gti_kWhm2,pvgis_ghi_kWhm2,gti_diff_kWhm2,ghi_diff_kWhm2
2025-03-26 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-26 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 05:00:00+00:00,0.0005,0.0005,0.0,0.0,-0.0005,-0.0005
2025-03-27 06:00:00+00:00,0.027249999999999996,0.027999999999999997,0.001,0.001,-0.026249999999999996,-0.026999999999999996
2025-03-27 07:00:00+00:00,0.1095,0.11875,0.10657,0.126,-0.002930000000000002,0.0072500000000000064
2025-03-27 08:00:00+00:00,0.278,0.332,0.18994,0.207,-0.08806000000000003,-0.12500000000000003
2025-03-27 09:00:00+00:00,0.40025,0.48125,0.29051,0.32,-0.10974,-0.16125
2025-03-27 10:00:00+00:00,0.49075,0.58675,0.44789,0.53999,-0.04286000000000001,-0.046760000000000024
2025-03-27 11:00:00+00:00,0.543,0.64275,0.47272000000000003,0.54399,-0.07028000000000001,-0.09876000000000007
2025-03-27 12:00:00+00:00,0.55725,0.65075,0.36939999999999995,0.386,-0.18785000000000007,-0.26475000000000004
2025-03-27 13:00:00+00:00,0.5265,0.60425,0.39624000000000004,0.421,-0.13025999999999993,-0.18324999999999997
2025-03-27 14:00:00+00:00,0.4395,0.48925,0.28155,0.288,-0.15794999999999998,-0.20125000000000004
2025-03-27 15:00:00+00:00,0.30375,0.32425000000000004,0.30841,0.326,0.0046599999999999975,0.0017499999999999738
2025-03-27 16:00:00+00:00,0.21375,0.22025,0.2295,0.239,0.015750000000000014,0.01874999999999999
2025-03-27 17:00:00+00:00,0.09325,0.09,0.14706,0.145,0.05381,0.05499999999999999
2025-03-27 18:00:00+00:00,0.00725,0.00675,0.00598,0.006,-0.0012700000000000003,-0.0007499999999999998
2025-03-27 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-27 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 06:00:00+00:00,0.04675,0.055,0.001,0.001,-0.04575,-0.054
2025-03-28 07:00:00+00:00,0.16799999999999998,0.20400000000000001,0.07033,0.072,-0.09766999999999998,-0.132
2025-03-28 08:00:00+00:00,0.23775000000000002,0.275,0.05877,0.059,-0.17898000000000003,-0.21600000000000003
2025-03-28 09:00:00+00:00,0.28800000000000003,0.32375,0.16955,0.171,-0.11845000000000003,-0.15274999999999997
2025-03-28 10:00:00+00:00,0.4535,0.5285,0.10459,0.105,-0.34891,-0.4235
2025-03-28 11:00:00+00:00,0.47525,0.545,0.16734000000000002,0.168,-0.30791,-0.377
2025-03-28 12:00:00+00:00,0.5055000000000001,0.5775,0.23245,0.234,-0.27305000000000007,-0.3435
2025-03-28 13:00:00+00:00,0.4925,0.55675,0.10857,0.109,-0.38393,-0.44775
2025-03-28 14:00:00+00:00,0.4515,0.50375,0.13049000000000002,0.131,-0.32101,-0.37275
2025-03-28 15:00:00+00:00,0.32375000000000004,0.34775,0.03885,0.039,-0.28490000000000004,-0.30875
2025-03-28 16:00:00+00:00,0.2285,0.2355,0.08267000000000001,0.083,-0.14583000000000002,-0.15249999999999997
2025-03-28 17:00:00+00:00,0.10525,0.101,0.09731000000000001,0.097,-0.007939999999999989,-0.0040000000000000036
2025-03-28 18:00:00+00:00,0.009,0.00825,0.00299,0.003,-0.00601,-0.00525
2025-03-28 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-28 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 05:00:00+00:00,0.0005,0.0005,0.0,0.0,-0.0005,-0.0005
2025-03-29 06:00:00+00:00,0.0485,0.055999999999999994,0.00299,0.003,-0.04551,-0.05299999999999999
2025-03-29 07:00:00+00:00,0.13924999999999998,0.1595,0.07831999999999999,0.081,-0.06093,-0.0785
2025-03-29 08:00:00+00:00,0.28300000000000003,0.3355,0.113,0.114,-0.17000000000000004,-0.22150000000000003
2025-03-29 09:00:00+00:00,0.377,0.4415,0.09662000000000001,0.097,-0.28037999999999996,-0.34450000000000003
2025-03-29 10:00:00+00:00,0.491,0.5815,0.1265,0.127,-0.3645,-0.4545
2025-03-29 11:00:00+00:00,0.56125,0.662,0.15638,0.157,-0.40487000000000006,-0.505
2025-03-29 12:00:00+00:00,0.514,0.58875,0.21096,0.212,-0.30304,-0.37675000000000003
2025-03-29 13:00:00+00:00,0.44425000000000003,0.4935,0.12351000000000001,0.124,-0.32074,-0.3695
2025-03-29 14:00:00+00:00,0.382,0.41425,0.20071,0.202,-0.18129,-0.21225
2025-03-29 15:00:00+00:00,0.1935,0.19975,0.19497,0.197,0.001469999999999999,-0.0027500000000000024
2025-03-29 16:00:00+00:00,0.16775,0.17075,0.17493,0.178,0.007179999999999992,0.007249999999999979
2025-03-29 17:00:00+00:00,0.066,0.065,0.1149,0.114,0.0489,0.049
2025-03-29 18:00:00+00:00,0.006,0.006,0.00398,0.004,-0.00202,-0.002
2025-03-29 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-29 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 05:00:00+00:00,0.00025,0.00025,0.0,0.0,-0.00025,-0.00025
2025-03-30 06:00:00+00:00,0.0305,0.03375,0.01226,0.01284,-0.01824,-0.02091
2025-03-30 07:00:00+00:00,0.1645,0.194,0.13028,0.162,-0.03422,-0.032
2025-03-30 08:00:00+00:00,0.279,0.32875,0.21298,0.237,-0.06602000000000002,-0.09175
2025-03-30 09:00:00+00:00,0.394,0.46499999999999997,0.26886,0.286,-0.12514000000000003,-0.179
2025-03-30 10:00:00+00:00,0.501,0.597,0.30531,0.318,-0.19568999999999998,-0.27899999999999997
2025-03-30 11:00:00+00:00,0.558,0.659,0.2,0.201,-0.35800000000000004,-0.458
2025-03-30 12:00:00+00:00,0.57375,0.669,0.43762,0.474,-0.13612999999999997,-0.19500000000000006
2025-03-30 13:00:00+00:00,0.5467500000000001,0.6265000000000001,0.1255,0.126,-0.42125000000000007,-0.5005000000000001
2025-03-30 14:00:00+00:00,0.483,0.541,0.24963,0.253,-0.23337,-0.28800000000000003
2025-03-30 15:00:00+00:00,0.38425,0.41725,0.39766,0.43899,0.013410000000000033,0.02173999999999998
2025-03-30 16:00:00+00:00,0.2635,0.272,0.29469,0.313,0.031189999999999996,0.04099999999999998
2025-03-30 17:00:00+00:00,0.12825,0.12075,0.02291,0.023,-0.10534,-0.09775
2025-03-30 18:00:00+00:00,0.013500000000000002,0.011000000000000001,0.00996,0.01,-0.0035400000000000015,-0.0010000000000000009
2025-03-30 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-30 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 05:00:00+00:00,0.0015,0.00175,0.0,0.0,-0.0015,-0.00175
2025-03-31 06:00:00+00:00,0.064,0.0765,0.01332,0.01384,-0.05068,-0.06266
2025-03-31 07:00:00+00:00,0.185,0.22175,0.0508,0.051,-0.13419999999999999,-0.17075
2025-03-31 08:00:00+00:00,0.31125,0.37375,0.09662000000000001,0.097,-0.21463000000000002,-0.27675000000000005
2025-03-31 09:00:00+00:00,0.4155,0.49450000000000005,0.21678,0.222,-0.19871999999999998,-0.2725000000000001
2025-03-31 10:00:00+00:00,0.487,0.57325,0.20848,0.21,-0.27852,-0.3632500000000001
2025-03-31 11:00:00+00:00,0.515,0.59425,0.27402,0.278,-0.24098000000000003,-0.3162499999999999
2025-03-31 12:00:00+00:00,0.542,0.622,0.10359,0.104,-0.43841,-0.518
2025-03-31 13:00:00+00:00,0.5295000000000001,0.601,0.23434,0.236,-0.2951600000000001,-0.365
2025-03-31 14:00:00+00:00,0.45475,0.50325,0.11256000000000001,0.113,-0.34219,-0.39025
2025-03-31 15:00:00+00:00,0.36875,0.39725,0.1016,0.102,-0.26715,-0.29525
2025-03-31 16:00:00+00:00,0.247,0.25475,0.21794,0.224,-0.029060000000000002,-0.030749999999999972
2025-03-31 17:00:00+00:00,0.11975,0.11275,0.084,0.084,-0.03574999999999999,-0.028749999999999998
2025-03-31 18:00:00+00:00,0.01575,0.01325,0.00797,0.008,-0.0077800000000000005,-0.0052499999999999995
2025-03-31 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-31 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
